Id,OwnerId,IsDeleted,Name,CurrencyIsoCode,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,Tour__c,Date__c,Home_Team__c,Away_Team__c,Team_Home__c,Team_Away__c,Country__c,Scored__c,Conceded__c,Total__c,Result__c,Scored_half_1__c,Conceded_half_1__c,Total_half_1__c,Result_half_1__c,Scored_half_2__c,Conceded_half_2__c,Total_half_2__c,Result_half_2__c
,,,,,,,,,,,28/03/2020,Gorodeya,Soligorsk,a2U6F000002L7xaUAC,a2U6F000002L7xWUAS,Belarus,0,2,2,-2,0,0,0,0,0,2,2,-2
,,,,,,,,,,,28/03/2020,Minsk,Dinamo Minsk,a2U6F000002L7xBUAS,a2U6F000002L7xMUAS,Belarus,3,2,5,1,3,0,3,3,0,2,2,-2
,,,,,,,,,,,28/03/2020,Slavia Mozyr,Bate Borisov,a2U6F000002L7xRUAS,a2U6F000002L7xFUAS,Belarus,2,1,3,1,1,1,2,0,1,0,1,1
,,,,,,,,,,,28/03/2020,Slutsk,Dinamo Brest,a2U6F000002L7xLUAS,a2U6F000002L7xXUAS,Belarus,0,1,1,-1,0,1,1,-1,0,0,0,0
,,,,,,,,,,,28/06/2020,Gorodeya,Isloch,a2U6F000002L7xaUAC,a2U6F000002L7xbUAC,Belarus,0,2,2,-2,0,1,1,-1,0,1,1,-1
,,,,,,,,,,,28/06/2020,Ruh Brest,Belshina,a2U6F000002L7xGUAS,a2U6F000002L7xVUAS,Belarus,3,0,3,3,3,0,3,3,0,0,0,0
,,,,,,,,,,,28/06/2020,Belaz Zhodino,Vitebsk,a2U6F000002L7xDUAS,a2U6F000002L7xQUAS,Belarus,1,0,1,1,0,0,0,0,1,0,1,1
,,,,,,,,,,,29/03/2020,Neman,Vitebsk,a2U6F000002L7xYUAS,a2U6F000002L7xQUAS,Belarus,2,0,2,2,0,0,0,0,2,0,2,2
,,,,,,,,,,,29/03/2020,Isloch,Smolevichi,a2U6F000002L7xbUAC,a2U6F000002L7xCUAS,Belarus,1,0,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,29/05/2020,Gorodeya,Neman,a2U6F000002L7xaUAC,a2U6F000002L7xYUAS,Belarus,0,2,2,-2,0,0,0,0,0,2,2,-2
,,,,,,,,,,,29/05/2020,Belaz Zhodino,Smolevichi,a2U6F000002L7xDUAS,a2U6F000002L7xCUAS,Belarus,2,1,3,1,1,1,2,0,1,0,1,1
,,,,,,,,,,,29/08/2020,Minsk,Neman,a2U6F000002L7xBUAS,a2U6F000002L7xYUAS,Belarus,4,3,7,1,3,1,4,2,1,2,3,-1
,,,,,,,,,,,30/05/2020,Dinamo Minsk,Soligorsk,a2U6F000002L7xMUAS,a2U6F000002L7xWUAS,Belarus,0,1,1,-1,0,0,0,0,0,1,1,-1
,,,,,,,,,,,30/05/2020,Belshina,Slavia Mozyr,a2U6F000002L7xVUAS,a2U6F000002L7xRUAS,Belarus,2,3,5,-1,2,1,3,1,0,2,2,-2
,,,,,,,,,,,31/05/2020,Ruh Brest,Dinamo Brest,a2U6F000002L7xGUAS,a2U6F000002L7xXUAS,Belarus,1,4,5,-3,1,1,2,0,0,3,3,-3
,,,,,,,,,,,31/05/2020,Bate Borisov,Isloch,a2U6F000002L7xFUAS,a2U6F000002L7xbUAC,Belarus,1,0,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,31/05/2020,BGU Minsk,Vitebsk,a2U6F000002L7xEUAS,a2U6F000002L7xQUAS,Belarus,3,3,6,0,3,2,5,1,0,1,1,-1
,,,,,,,,,,,31/07/2020,Dinamo Brest,Vitebsk,a2U6F000002L7xXUAS,a2U6F000002L7xQUAS,Belarus,1,0,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,31/07/2020,Slutsk,Soligorsk,a2U6F000002L7xLUAS,a2U6F000002L7xWUAS,Belarus,0,2,2,-2,0,1,1,-1,0,1,1,-1
